MW,AMW,Sv,Se,Sp,Si,Mv,Me,Mp,Mi,GD,nAT,nSK,nTA,nBT,nBO,nBM,SCBO,RBN,RBF,nAB,nH,nC,nN,nO,nS,nHM,nHet,H%,C%,N%,O%,nCsp3,nCsp2,nCIC,nCIR,TRS,Rperim,Rbrid,MCD,RFD,RCI,NRS,NNRS,nR05,nR06,nR10,nBnz,ARR,D/Dtr05,D/Dtr06,D/Dtr10,ZM1,ZM1V,ZM1Kup,ZM1Mad,ZM1Per,ZM1MulPer,ZM2,ZM2V,ZM2Kup,ZM2Mad,ZM2Per,ZM2MulPer,ON0,ON0V,ON1,ON1V,Qindex,BBI,DBI,SNar,HNar,GNar,Xt,Dz,Ram,BLI,Pol,LPRS,MSD,SPI,PJI2,ECC,AECC,DECC,MDDD,UNIP,CENT,VAR,ICR,SMTI,SMTIV,GMTI,GMTIV,Xu,CSI,Wap,S1K,S2K,S3K,PHI,PW2,PW3,PW4,PW5,MAXDN,MAXDP,DELS,TIE,Psi_i_s,Psi_i_A,Psi_i_0,Psi_i_1,Psi_i_t,Psi_i_0d,Psi_i_1d,Psi_e_A,Psi_e_0,Psi_e_1,Psi_e_0d,BAC,LOC,MWC01,MWC02,MWC03,MWC04,MWC05,MWC06,MWC07,MWC08,MWC09,MWC10,SRW02,SRW04,SRW05,SRW06,SRW07,SRW08,SRW09,SRW10,MPC01,MPC02,MPC03,MPC04,MPC05,MPC06,MPC07,MPC08,MPC09,MPC10,piPC01,piPC02,piPC03,piPC04,piPC05,piPC06,piPC07,piPC08,piPC09,piPC10,TWC,TPC,piID,PCR,PCD,CID,BID,X0,X1,X2,X3,X4,X5,X0A,X1A,X2A,X3A,X4A,X5A,X0v,X1v,X2v,X3v,X4v,X5v,X0Av,X1Av,X2Av,X3Av,X4Av,X5Av,X0sol,X1sol,X2sol,X3sol,X4sol,X5sol,XMOD,RDCHI,smiles,density_Kg/m3
289.47,6.031,27.101,47.236,29.608,54.687,0.565,0.984,0.617,1.139,0.114,48,21,0,51,24,5,26.5,3,0.059,5,27,17,3,1,0,0,4,56.3,35.4,6.3,2.1,13,4,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.208,159.157,67.342,0.0,114,204,222.734,122.539,300.71,213.138,136,215,225.307,144.65,334.16,225.98,9.5,7.833,4.611,3.236,18,33,1.732,16.989,2.211,2.246,0.243,44.5,6,1.078,28,92.798,4.761,0.0,0.8,154,7.333,1.175,14.58,60,520,57,2.267,4093,5466,4389,7668,20.413,345,6902,13.951,6.21,2.823,4.126,0.57,0.34,0.198,0.097,0.866,2.29,11.013,26.492,37.333,1.778,16.19,14.664,0.004,-0.0,0.0,7.278,7.859,3.413,-0.0,0,0.0,3.219,4.745,5.609,6.491,7.377,8.271,9.167,10.066,10.967,11.87,3.892,5.198,3.434,6.691,5.638,8.271,7.618,9.903,3.219,3.526,3.85,4.159,4.29,4.477,4.615,4.691,4.691,4.575,3.314,3.72,4.149,4.575,4.636,4.927,5.157,5.339,5.417,5.361,12.391,6.836,7.481,1.094,0.645,3.804,3.105,14.071,10.416,9.046,8.027,6.991,4.897,0.67,0.434,0.274,0.174,0.111,0.068,12.684,8.625,7.051,5.928,4.951,3.268,0.604,0.359,0.214,0.129,0.079,0.045,14.071,10.416,9.046,8.027,6.991,4.897,64.811,3.441,N1CNC(NC1)C1CC(C(C1)C1CCCC1)c1ccco1,1086.11
296.42,8.011,24.632,36.793,26.443,41.032,0.666,0.994,0.715,1.109,0.114,37,21,0,40,24,16,32.0,3,0.075,16,16,17,2,1,1,1,4,43.2,45.9,5.4,2.7,5,12,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.667,167.515,68.365,0.0,114,290,291.886,143.823,430.33,306.189,135,312,311.693,163.582,485.39,331.004,9.5,6.65,4.583,2.442,18,33,1.732,16.989,2.211,2.246,0.243,44.0,6,1.028,27,95.371,5.577,0.0,1.0,196,9.333,1.587,17.197,70,540,62,2.725,4638,7157,5037,11456,20.995,441,10159,13.056,5.628,2.615,3.499,0.574,0.34,0.189,0.087,0.776,2.248,10.439,22.701,41.0,1.952,15.383,13.169,0.001,-0.0,0.0,7.452,7.762,3.328,-0.0,0,0.0,3.219,4.745,5.602,6.472,7.344,8.22,9.097,9.976,10.856,11.738,3.892,5.198,3.434,6.683,5.638,8.246,7.609,9.852,3.219,3.526,3.829,4.094,4.174,4.317,4.407,4.511,4.605,4.595,3.497,4.078,4.687,5.279,5.637,6.025,6.422,6.811,7.176,7.411,12.273,7.029,9.943,1.415,2.914,3.804,3.103,14.071,10.399,9.109,8.077,6.852,4.681,0.67,0.433,0.276,0.179,0.116,0.073,12.475,8.227,6.358,4.994,3.765,2.073,0.594,0.343,0.193,0.111,0.064,0.032,14.424,10.853,9.66,8.781,7.634,5.304,68.752,3.552,C1CCC(C1)c1coc(c1)c1scc(n1)c1ccncc1,1192.77
398.66,8.305,31.872,47.269,35.568,52.909,0.664,0.985,0.741,1.102,0.092,48,26,0,52,30,16,38.0,3,0.058,16,22,21,2,0,3,3,5,45.8,43.8,4.2,0.0,9,12,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.533,125.608,197.775,101.56,144,352,307.871,210.67,518.73,371.152,173,371,343.38,238.726,575.84,392.679,11.667,8.483,5.639,3.197,23,42,2.0,21.266,2.229,2.266,0.217,53.0,8,1.226,40,126.522,6.164,0.0,0.857,265,10.192,1.808,23.775,97,924,88,2.782,7979,12367,8832,20532,25.034,604,29234,17.219,7.615,3.495,5.043,0.577,0.349,0.201,0.101,0.693,1.363,10.047,30.174,46.833,1.801,19.69,17.575,0.001,0.0,0.0,7.301,9.668,4.201,0.0,0,0.0,3.434,4.977,5.849,6.735,7.621,8.512,9.403,10.296,11.189,12.083,4.111,5.434,3.045,6.957,5.13,8.576,6.986,10.245,3.434,3.761,4.094,4.394,4.595,4.718,4.898,5.056,5.198,5.257,3.664,4.245,4.861,5.467,5.996,6.417,6.917,7.4,7.841,8.032,12.609,7.866,10.834,1.377,2.968,4.022,3.305,17.347,12.882,11.368,10.246,8.952,6.893,0.667,0.429,0.271,0.174,0.112,0.07,17.085,12.26,10.377,9.459,8.218,6.409,0.657,0.409,0.247,0.16,0.103,0.065,18.407,14.29,12.979,12.289,11.189,8.891,92.329,3.933,C1CSC(C(S1)c1ccc2c(c1)ccc(c2)c1nsnc1)C1CCCC1,1228.17
302.42,8.401,25.391,35.582,27.228,39.408,0.705,0.988,0.756,1.095,0.108,36,22,1,39,25,22,36.0,2,0.051,22,14,19,2,0,1,1,3,38.9,52.8,5.6,0.0,1,18,4,5,23,21,1,0.955,0.095,1.095,3,0.75,1,3,1,2,0.88,52.815,165.111,86.912,120,298,288.151,145.947,447.17,314.953,144,332,324.977,166.148,514.89,352.652,10.333,6.983,4.806,2.132,19,35,1.871,17.394,2.129,2.205,0.24,45.0,7,0.965,35,99.645,5.144,5.358,0.833,189,8.591,1.318,15.066,67,602,62,2.534,4760,7663,5124,12889,21.401,423,12372,13.298,5.435,2.375,3.285,0.579,0.355,0.201,0.1,0.628,1.61,7.814,21.872,43.5,1.977,15.801,13.196,0.001,0.0,-0.0,7.477,8.081,3.425,0.0,2,0.405,3.258,4.796,5.666,6.55,7.433,8.321,9.209,10.1,10.989,11.881,3.932,5.252,2.398,6.786,4.443,8.416,6.293,10.095,3.258,3.584,3.912,4.19,4.382,4.443,4.595,4.7,4.779,4.762,3.611,4.28,4.958,5.6,6.149,6.51,7.012,7.474,7.917,8.193,12.409,7.203,11.376,1.579,4.173,3.85,3.148,14.941,10.826,9.54,8.617,7.447,5.731,0.679,0.433,0.273,0.176,0.115,0.073,12.97,8.044,6.146,4.731,3.484,2.115,0.59,0.322,0.176,0.097,0.054,0.027,15.295,11.281,10.123,9.283,8.14,6.1,70.454,3.484,Cc1c(nccc1c1cncs1)c1ccc2c(c1)cccc2,1196.28
192.26,9.155,14.525,21.258,15.398,23.372,0.692,1.012,0.733,1.113,0.179,21,13,0,22,14,11,19.5,3,0.136,11,8,9,2,1,1,1,4,38.1,42.9,9.5,4.8,1,8,2,2,11,11,0,0.846,0.0,1.0,2,1.0,1,1,0,0,0.786,35.313,41.703,0.0,62,212,213.886,88.15,301.12,224.703,68,199,199.089,90.24,304.09,215.027,6.167,3.733,3.0,1.083,8,17,1.732,9.822,2.108,2.129,0.319,28.0,2,1.027,12,48.58,4.09,0.0,1.0,84,6.462,1.041,6.414,32,138,22,2.2,1245,2331,1249,4083,13.589,179,1088,8.48,4.214,2.408,2.749,0.546,0.301,0.157,0.069,0.991,1.932,7.957,10.338,28.167,2.167,9.036,6.843,0.008,-0.001,0.001,7.667,4.746,1.884,-0.003,0,0.0,2.708,4.143,4.92,5.714,6.503,7.3,8.093,8.892,9.687,10.485,3.367,4.575,2.398,5.964,4.443,7.427,6.26,8.927,2.708,2.89,3.045,3.178,3.135,2.944,2.944,2.944,2.833,2.565,3.02,3.519,3.991,4.445,4.588,4.343,4.577,4.925,5.211,5.328,11.084,5.318,7.212,1.356,1.894,3.313,2.664,8.933,6.449,5.232,4.183,3.246,2.096,0.687,0.461,0.308,0.209,0.141,0.095,7.699,4.791,3.176,2.14,1.442,0.665,0.592,0.342,0.187,0.107,0.063,0.03,9.286,6.949,5.73,4.716,3.824,2.341,45.559,2.736,c1ccc(cn1)OCc1cscn1,1224.18
312.49,8.446,25.105,36.542,27.637,40.743,0.679,0.988,0.747,1.101,0.114,37,21,1,40,24,16,32.0,2,0.05,16,16,17,2,0,2,2,4,43.2,45.9,5.4,0.0,5,12,4,5,22,20,1,0.952,0.1,1.1,3,0.75,2,2,1,2,0.667,95.836,91.865,78.548,116,284,262.248,155.315,421.15,301.696,140,305,295.367,172.365,474.31,323.198,9.833,6.517,4.556,2.369,19,34,1.871,16.701,2.136,2.215,0.245,43.0,7,1.087,32,93.325,4.978,5.595,1.0,165,7.857,1.497,15.061,64,478,49,2.529,4194,6742,4500,11192,20.5,370,11008,13.419,5.51,2.408,3.521,0.582,0.356,0.203,0.095,0.825,1.523,9.878,24.1,40.556,1.931,15.455,13.52,0.001,-0.0,0.0,7.431,7.761,3.358,-0.0,2,0.418,3.219,4.762,5.638,6.529,7.419,8.315,9.209,10.107,11.003,11.902,3.892,5.22,3.045,6.749,5.209,8.373,7.125,10.05,3.219,3.555,3.892,4.19,4.331,4.454,4.644,4.779,4.852,4.828,3.497,4.123,4.782,5.433,5.964,6.387,6.887,7.321,7.691,7.844,12.425,7.137,10.252,1.436,3.115,3.804,3.105,14.234,10.326,9.208,8.283,7.283,5.252,0.678,0.43,0.271,0.173,0.112,0.07,13.278,8.696,7.131,5.745,4.436,2.636,0.632,0.362,0.21,0.12,0.068,0.035,15.087,11.069,10.162,9.307,8.278,5.851,70.341,3.398,SC1CCCC1c1ccc2c(c1)cccc2c1nncs1,1220.55
279.43,9.014,20.588,31.196,22.37,34.992,0.664,1.006,0.722,1.129,0.131,31,18,1,33,20,11,25.5,2,0.061,11,13,11,5,0,2,2,7,41.9,35.5,16.1,0.0,3,8,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.55,45.24,103.489,0.0,94,280,266.559,148.481,408.38,298.235,110,284,275.219,149.863,447.97,303.969,8.667,5.3,4.0,1.631,14,27,1.581,13.811,2.077,2.154,0.269,38.5,5,1.031,25,74.757,4.287,4.884,0.8,125,6.944,0.957,10.753,45,358,42,2.213,2622,4637,2693,8045,17.74,271,4164,12.203,5.424,2.631,3.677,0.566,0.33,0.196,0.114,0.887,1.514,10.946,16.9,37.222,2.068,12.799,10.35,0.002,0.0,0.0,7.568,6.605,2.738,0.0,2,0.463,3.045,4.554,5.398,6.271,7.141,8.025,8.905,9.792,10.677,11.566,3.714,5.004,2.398,6.5,4.727,8.085,6.823,9.718,3.045,3.332,3.611,3.912,4.111,4.06,4.111,4.111,4.043,3.807,3.277,3.823,4.39,4.981,5.398,5.563,5.886,6.148,6.325,6.307,12.097,6.384,8.472,1.327,2.089,3.642,2.962,12.372,8.843,7.7,6.41,5.584,4.603,0.687,0.442,0.285,0.178,0.114,0.077,11.339,6.873,5.623,3.987,3.07,2.274,0.63,0.344,0.208,0.111,0.063,0.038,13.226,9.54,8.913,7.443,6.746,5.84,62.512,3.088,Sc1sc(c(n1)c1ccncc1)N1CNCNC1,1351.83
313.42,8.471,24.643,37.331,25.938,41.697,0.666,1.009,0.701,1.127,0.108,37,22,0,40,25,16,33.0,3,0.075,16,15,15,5,1,1,1,7,40.5,40.5,13.5,2.7,3,12,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,1,0.64,122.56,138.27,0.0,118,332,342.197,149.727,490.34,352.333,139,353,353.949,169.848,543.64,376.593,10.0,6.433,4.833,2.037,18,34,1.732,17.682,2.2,2.234,0.238,47.5,6,0.931,30,101.704,5.759,0.0,1.0,208,9.455,1.636,18.165,76,612,64,2.72,5247,9048,5707,16440,21.884,467,10535,13.879,6.162,2.933,3.888,0.573,0.341,0.188,0.086,1.224,1.965,13.295,21.164,45.333,2.061,15.654,12.888,0.0,0.0,-0.0,7.561,8.082,3.418,0.0,0,0.0,3.258,4.779,5.631,6.494,7.357,8.223,9.09,9.958,10.825,11.694,3.932,5.231,3.045,6.723,5.13,8.299,6.986,9.92,3.258,3.555,3.85,4.094,4.205,4.304,4.443,4.511,4.595,4.635,3.526,4.078,4.644,5.183,5.43,5.702,6.054,6.332,6.589,6.808,12.238,7.058,9.653,1.368,2.595,3.849,3.147,14.778,10.899,9.451,8.371,7.068,4.966,0.672,0.436,0.278,0.182,0.12,0.075,12.585,7.762,5.622,4.14,2.977,1.811,0.572,0.31,0.165,0.09,0.05,0.027,15.131,11.399,9.949,8.886,7.665,5.3,73.739,3.629,c1cc(cc(c1)c1ccco1)C1NCN(CN1)c1nsnc1,1330.04
299.39,10.324,21.932,29.444,23.256,31.418,0.756,1.015,0.802,1.083,0.121,29,20,0,32,23,20,33.0,3,0.094,20,9,15,1,2,2,2,5,31.0,51.7,3.4,6.9,0,15,4,4,20,20,0,1.0,0.0,1.0,4,1.0,4,0,0,0,0.87,213.767,0.0,0.0,110,346,338.837,160.587,507.58,366.28,131,359,352.649,176.437,559.43,383.515,9.0,5.367,4.333,1.596,18,32,1.732,16.296,2.222,2.259,0.248,42.5,6,1.02,24,88.928,5.327,0.0,0.833,174,8.7,1.5,15.6,64,460,50,2.522,4055,7334,4419,13953,20.059,394,8453,12.239,5.11,2.33,3.127,0.578,0.345,0.191,0.078,0.862,2.376,10.91,18.881,41.667,2.083,14.135,11.76,0.001,0.0,-0.0,7.583,7.334,3.146,0.0,0,0.0,3.178,4.71,5.572,6.447,7.323,8.203,9.083,9.965,10.847,11.731,3.85,5.165,3.714,6.642,5.9,8.197,7.847,9.797,3.178,3.497,3.807,4.078,4.078,4.29,4.357,4.466,4.543,4.489,3.526,4.159,4.808,5.43,5.627,6.188,6.579,6.998,7.375,7.592,12.264,6.9,10.303,1.493,3.403,3.756,3.058,13.364,9.899,8.755,7.827,6.676,4.069,0.668,0.43,0.274,0.178,0.115,0.07,11.909,7.821,5.879,4.519,3.408,1.813,0.595,0.34,0.184,0.103,0.059,0.031,14.071,10.853,9.804,9.046,8.054,5.018,71.206,3.462,c1occ(c1)c1csc(c1)c1ccc(o1)c1cscn1,1333.32
335.52,9.868,23.776,34.273,26.017,37.912,0.699,1.008,0.765,1.115,0.114,34,21,0,37,24,15,31.5,3,0.081,15,13,13,5,0,3,3,8,38.2,38.2,14.7,0.0,3,10,4,4,21,21,0,1.0,0.0,1.0,4,1.0,3,1,0,0,0.625,178.855,63.56,0.0,116,350,314.182,194.313,513.69,369.668,141,362,337.975,212.508,572.55,386.232,9.583,5.933,4.611,1.792,19,34,2.236,16.871,2.191,2.233,0.243,44.5,6,1.137,31,92.665,4.782,0.0,0.8,155,7.381,1.279,14.639,57,573,58,2.213,4086,7251,4389,13374,20.407,349,5589,13.879,5.797,2.459,3.831,0.577,0.359,0.205,0.088,1.677,1.512,11.121,21.837,41.75,1.988,15.143,12.803,0.001,-0.0,0.0,7.488,7.742,3.329,-0.0,0,0.0,3.219,4.762,5.645,6.544,7.447,8.356,9.266,10.18,11.094,12.01,3.892,5.22,3.434,6.756,5.533,8.397,7.413,10.1,3.219,3.555,3.912,4.19,4.263,4.466,4.575,4.575,4.575,4.394,3.481,4.039,4.616,5.149,5.155,5.554,5.831,6.059,6.333,6.477,12.522,6.702,8.364,1.248,1.662,3.801,3.105,14.123,10.384,9.078,8.364,7.229,4.67,0.673,0.433,0.267,0.171,0.111,0.067,13.472,9.097,7.321,6.157,4.767,2.602,0.642,0.379,0.215,0.126,0.073,0.037,15.184,11.746,10.796,10.459,9.387,5.854,78.309,3.393,c1csc(c1)N1CNC(NC1)(c1scnc1)c1nccs1,1403.9
271.39,10.051,20.019,27.109,21.597,29.58,0.741,1.004,0.8,1.096,0.131,27,18,1,29,20,17,28.5,2,0.069,17,9,13,3,0,2,2,5,33.3,48.1,11.1,0.0,0,13,3,3,17,17,0,0.944,0.0,1.0,3,1.0,1,2,0,0,0.85,46.023,113.367,0.0,94,288,269.893,137.82,422.19,307.396,109,299,287.261,146.926,461.57,318.021,8.667,4.883,3.972,1.458,14,27,1.581,13.811,2.077,2.154,0.269,37.5,5,0.991,24,76.564,4.894,5.247,0.833,151,8.389,1.389,12.333,53,338,50,2.558,2903,5304,3013,9676,18.181,329,4482,11.515,4.967,2.502,3.178,0.573,0.329,0.174,0.096,0.815,1.403,9.449,17.32,38.389,2.133,12.558,10.089,0.001,0.0,0.0,7.633,6.569,2.729,0.0,2,0.463,3.045,4.554,5.389,6.244,7.098,7.959,8.819,9.684,10.548,11.415,3.714,5.004,2.398,6.491,4.595,8.057,6.605,9.663,3.045,3.332,3.584,3.807,3.989,4.007,4.043,4.078,4.143,4.043,3.384,3.994,4.594,5.177,5.663,5.915,6.306,6.673,7.059,7.293,11.961,6.417,9.502,1.481,3.085,3.642,2.96,12.372,8.826,7.751,6.557,5.272,4.149,0.687,0.441,0.287,0.187,0.12,0.078,11.027,6.608,5.214,3.771,2.585,1.676,0.613,0.33,0.193,0.108,0.059,0.032,13.226,9.523,8.802,7.686,6.297,5.033,61.336,3.173,Sc1ccc(nc1)c1ncc(s1)c1ccncc1,1329.18
306.37,9.574,23.568,32.462,24.409,35.368,0.736,1.014,0.763,1.105,0.108,32,22,0,35,25,22,36.0,3,0.086,22,10,16,4,1,1,1,6,31.3,50.0,12.5,3.1,0,16,4,4,22,22,0,1.0,0.0,1.0,4,1.0,2,2,0,0,0.88,111.096,132.6,0.0,118,358,367.176,154.272,529.8,378.563,140,382,384.614,175.198,594.17,405.128,10.0,5.967,4.861,1.803,18,34,1.732,17.682,2.2,2.234,0.238,47.0,6,0.894,31,100.618,5.419,0.0,1.0,203,9.227,1.43,16.818,71,612,68,2.698,4964,8715,5343,15931,21.625,453,12153,13.141,5.683,2.537,3.394,0.568,0.34,0.197,0.1,0.944,2.096,14.592,22.444,47.333,2.152,15.301,12.41,0.0,0.0,-0.0,7.652,8.04,3.404,0.0,0,0.0,3.258,4.779,5.638,6.512,7.388,8.271,9.154,10.041,10.928,11.817,3.932,5.231,3.045,6.73,5.283,8.315,7.298,9.945,3.258,3.555,3.871,4.159,4.304,4.369,4.5,4.595,4.644,4.644,3.611,4.227,4.873,5.502,5.938,6.265,6.723,7.134,7.502,7.808,12.347,7.156,11.243,1.571,4.087,3.85,3.147,14.778,10.916,9.388,8.316,7.226,5.446,0.672,0.437,0.276,0.177,0.115,0.075,12.195,7.448,5.529,4.168,3.016,1.889,0.554,0.298,0.163,0.089,0.048,0.026,15.131,11.324,10.03,9.141,8.104,6.185,72.348,3.574,c1ccc(nc1)c1occc1c1ncc(s1)c1cnccn1,1301.71
251.35,8.378,19.116,30.447,20.176,34.282,0.637,1.015,0.673,1.143,0.14,30,17,1,32,19,10,24.0,2,0.062,10,13,10,5,1,1,1,7,43.3,33.3,16.7,3.3,4,6,3,3,16,16,0,0.941,0.0,1.0,3,1.0,2,1,0,0,0.526,86.806,52.931,0.0,90,276,287.509,130.049,403.63,293.167,105,282,287.273,144.307,446.46,305.005,8.167,5.633,3.722,1.589,14,26,1.581,13.118,2.082,2.163,0.276,37.5,5,0.973,21,70.138,4.529,4.864,0.8,122,7.176,1.246,10.768,46,290,36,2.307,2436,4159,2527,6891,17.119,267,3648,11.136,4.72,2.338,3.092,0.576,0.333,0.183,0.086,0.896,1.805,10.661,15.505,35.333,2.078,12.076,9.702,0.003,-0.0,-0.0,7.578,6.24,2.586,-0.0,2,0.481,2.996,4.511,5.352,6.217,7.074,7.943,8.807,9.679,10.546,11.418,3.664,4.963,3.045,6.441,5.209,8.001,7.154,9.604,2.996,3.296,3.555,3.807,3.871,3.951,3.989,4.025,3.989,3.871,3.219,3.75,4.294,4.845,4.999,5.419,5.684,5.932,6.035,5.866,11.96,6.275,8.01,1.277,1.735,3.584,2.908,11.665,8.326,7.41,6.224,5.247,3.539,0.686,0.438,0.285,0.183,0.119,0.075,10.275,6.16,4.927,3.512,2.543,1.573,0.604,0.324,0.189,0.103,0.058,0.033,12.018,8.735,8.052,7.064,6.094,4.259,57.63,3.064,CN1CNCN(C1)c1nnc(s1)c1ccco1,1315.85
355.53,7.564,31.477,46.014,34.267,51.57,0.67,0.979,0.729,1.097,0.092,47,26,0,51,30,22,41.0,3,0.059,22,21,24,1,0,1,1,2,44.7,51.1,2.1,0.0,5,19,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.733,120.784,187.1,100.251,144,306,292.506,164.663,462.79,321.939,174,349,341.522,192.535,541.57,368.128,11.667,8.45,5.667,3.124,23,42,2.0,21.266,2.229,2.266,0.217,52.5,8,1.035,41,124.964,5.675,0.0,1.0,244,9.385,1.385,20.0,90,898,82,2.676,7472,10807,8212,16779,24.671,554,31076,15.905,6.775,2.924,4.145,0.575,0.351,0.207,0.106,0.628,1.574,7.677,27.964,47.833,1.84,19.355,16.914,0.0,0.0,0.0,7.34,9.628,4.159,0.0,0,0.0,3.434,4.977,5.855,6.746,7.641,8.54,9.439,10.342,11.244,12.148,4.111,5.434,3.045,6.963,5.209,8.589,7.154,10.267,3.434,3.761,4.111,4.431,4.635,4.754,4.942,5.1,5.22,5.268,3.738,4.373,5.051,5.711,6.281,6.684,7.226,7.732,8.193,8.503,12.668,7.913,12.216,1.544,4.303,4.023,3.305,17.347,12.899,11.293,10.242,9.125,7.118,0.667,0.43,0.269,0.171,0.11,0.07,15.506,10.349,7.922,6.383,5.222,3.355,0.596,0.345,0.189,0.106,0.063,0.033,17.7,13.399,11.759,10.779,9.869,7.715,82.848,3.865,C1CCC(C1)c1cscc1c1ccc2c(c1)c(ccc2)c1ccccn1,1120.2
273.4,8.041,21.928,34.003,23.483,38.487,0.645,1.0,0.691,1.132,0.123,34,19,1,36,21,12,27.0,2,0.056,12,15,13,5,0,1,1,6,44.1,38.2,14.7,0.0,3,10,3,3,18,18,0,0.947,0.0,1.0,3,1.0,0,3,0,1,0.571,0.0,172.381,0.0,100,256,258.386,126.701,375.88,272.596,117,266,270.124,140.576,416.09,281.847,9.25,5.6,4.194,1.793,15,29,2.121,14.386,2.054,2.132,0.264,40.5,5,0.932,29,81.07,4.584,4.73,1.0,146,7.684,1.175,11.468,52,392,48,2.439,3086,5149,3187,8595,18.741,317,4625,12.573,5.27,2.621,3.487,0.574,0.338,0.184,0.101,1.944,1.462,13.067,21.514,40.139,2.113,13.392,10.937,0.001,-0.0,-0.0,7.613,6.98,2.946,-0.0,2,0.447,3.091,4.615,5.46,6.337,7.203,8.089,8.963,9.853,10.731,11.623,3.761,5.069,0.0,6.605,0.0,8.236,0.0,9.914,3.091,3.401,3.664,3.892,4.111,4.043,4.143,4.111,4.111,4.007,3.332,3.85,4.35,4.818,5.284,5.133,5.441,5.564,5.839,6.043,12.153,6.458,8.434,1.306,1.976,3.692,3.011,13.132,9.279,8.243,6.959,5.749,4.687,0.691,0.442,0.284,0.183,0.12,0.078,11.139,6.525,5.018,3.587,2.413,1.66,0.586,0.311,0.173,0.094,0.05,0.028,13.632,9.529,8.741,7.39,6.113,4.975,60.388,3.161,SC1(NCNC(N1)c1ccccc1)c1cnccn1,1279.94
348.42,8.103,30.445,42.716,31.796,47.112,0.708,0.993,0.739,1.096,0.088,43,27,0,47,31,28,45.0,3,0.064,28,16,24,2,1,0,0,3,37.2,55.8,4.7,2.3,0,24,5,6,29,27,1,1.0,0.074,1.074,4,0.8,1,4,1,3,0.903,60.755,273.097,104.177,148,358,377.026,154.651,539.32,377.282,178,404,414.941,185.04,624.74,426.13,12.167,7.9,5.917,2.556,23,43,2.0,21.959,2.219,2.255,0.213,56.0,8,0.854,44,130.812,5.648,0.0,1.0,245,9.074,1.416,24.444,87,1161,96,2.713,8032,12785,8772,21790,25.396,552,23973,15.689,6.64,2.846,3.858,0.572,0.345,0.2,0.108,0.81,2.191,11.996,28.033,54.833,2.031,19.2,16.041,0.0,-0.0,-0.0,7.531,9.904,4.238,-0.0,0,0.0,3.466,5.004,5.878,6.765,7.658,8.557,9.459,10.365,11.272,12.182,4.143,5.46,2.398,6.993,4.443,8.625,6.293,10.312,3.466,3.784,4.127,4.443,4.71,4.86,5.112,5.278,5.416,5.481,3.829,4.486,5.18,5.859,6.475,6.914,7.521,8.048,8.547,8.944,12.698,7.795,12.153,1.559,4.358,4.059,3.341,18.054,13.399,11.647,10.506,9.252,7.567,0.669,0.432,0.271,0.172,0.11,0.069,14.54,8.825,6.355,4.747,3.472,2.417,0.539,0.285,0.148,0.078,0.041,0.022,18.054,13.399,11.647,10.506,9.252,7.567,82.256,3.925,c1ccc(cc1)c1ccc(c2c1ccc(c2)c1cnccn1)c1ccco1,1175.98
361.5,8.033,30.181,44.778,32.211,49.946,0.671,0.995,0.716,1.11,0.092,45,26,0,49,30,21,40.5,3,0.061,21,19,21,3,1,1,1,5,42.2,46.7,6.7,2.2,3,18,5,6,28,26,1,1.0,0.077,1.077,4,0.8,2,3,1,2,0.7,110.264,190.809,103.923,144,354,358.219,172.868,527.54,372.319,174,385,388.181,200.792,603.17,409.256,11.667,7.983,5.667,2.569,23,42,2.0,21.266,2.229,2.266,0.217,54.5,8,0.963,41,123.952,5.408,0.0,0.833,227,8.731,1.234,19.231,82,984,82,2.493,7194,11356,7896,19277,24.479,515,25009,16.062,6.874,2.977,4.246,0.575,0.35,0.209,0.108,0.76,2.299,10.902,25.362,50.333,1.936,18.902,16.008,0.0,0.0,0.0,7.436,9.589,4.108,0.0,0,0.0,3.434,4.977,5.855,6.749,7.645,8.548,9.452,10.358,11.265,12.174,4.111,5.434,3.045,6.963,5.13,8.594,6.986,10.282,3.434,3.761,4.111,4.443,4.663,4.804,4.99,5.124,5.226,5.247,3.726,4.344,4.999,5.643,6.118,6.525,6.988,7.398,7.77,7.94,12.69,7.76,11.591,1.494,3.831,4.022,3.306,17.347,12.899,11.303,10.199,9.122,7.1,0.667,0.43,0.269,0.17,0.109,0.068,15.077,9.627,7.207,5.504,4.264,2.742,0.58,0.321,0.172,0.092,0.051,0.026,17.7,13.399,11.801,10.713,9.719,7.426,84.952,3.823,N1CN(CN(C1)c1cscc1)c1ccc2c(c1c1ccco1)cccc2,1245.29
